1,36.0594264,140.1562879
2,36.0589241,140.1549892
3,36.0585885,140.1541940
4,36.0540418,140.1431200
5,36.0501756,140.1335573
6,36.0469131,140.1263300
7,36.0464637,140.1253114
8,36.0460876,140.1237135
9,36.0460398,140.123438
10,36.0454654,140.1199042
11,36.0452445,140.1184980
12,36.0450328,140.117434
13,36.0441201,140.1146330
14,36.0434062,140.1124682
15,36.0431706,140.1113488
16,36.0414427,140.101826
17,36.0602858,140.1201325
18,36.0635064,140.1192791
19,36.0651266,140.1185140
20,36.0659964,140.1179705
21,36.0690688,140.1158465
22,36.0703134,140.1149943
23,36.0803411,140.113244
24,36.0785589,140.109304
25,36.0770614,140.1061323
26,36.0774329,140.114103
27,36.0771205,140.115374
28,36.0780915,140.116627
29,36.0783333,140.112669
30,36.0795278,140.111474
31,36.0777514,140.112702
32,36.0728942,140.096990
33,36.0680918,140.0994133
34,36.0610263,140.1023281
35,36.0549764,140.1017099
36,36.0594762,140.1023429
37,36.0481770,140.1018230
38,36.0530469,140.1015001
39,36.0424186,140.1018532
40,36.0957410,140.1109790
41,36.1040720,140.1095411
42,36.1078222,140.1080171
43,36.0861978,140.108386
44,36.0887976,140.106623
45,36.0918057,140.104542
46,36.0926278,140.1039756
47,36.0928797,140.1039042
48,36.0941134,140.1036748
49,36.0959862,140.1025430
50,36.0966887,140.1023217
51,36.0997923,140.1027210
52,36.0850643,140.1096707
53,36.0847364,140.1102107
54,36.0904267,140.1089540
55,36.0900006,140.109267
56,36.0880273,140.1107029
57,36.0874476,140.111131
58,36.0872079,140.112263
59,36.0859932,140.1118853
60,36.0858828,140.1118742
61,36.0857660,140.1118777
62,36.0855404,140.1119385
63,36.0870335,140.1131251
64,36.1063131,140.1088039
65,36.0830635,140.119215
66,36.0870572,140.128820
67,36.0913058,140.1406053
68,36.0914030,140.1412827
69,36.0914292,140.1419607
70,36.0913772,140.1427748
71,36.0911683,140.1437874
72,36.0908446,140.1446495
73,36.0868126,140.1528396
74,36.0865620,140.1534276
75,36.0863482,140.1540119
76,36.0861392,140.1547236
77,36.0858841,140.1558884
78,36.0884713,140.1280504
79,36.0902923,140.1268739
80,36.0910400,140.1269659
81,36.0913580,140.1269645
82,36.0922542,140.1267034
83,36.0927522,140.1263786
84,36.0931015,140.1262287
85,36.0935118,140.1262773
86,36.0940187,140.1263806
87,36.0948859,140.1262942
88,36.0950654,140.1262340
89,36.0959254,140.1257185
90,36.0964986,140.1254786
91,36.0973494,140.1249744
92,36.0982363,140.1247635
93,36.0985854,140.1248067
94,36.0993381,140.1248500
95,36.0999588,140.1246867
96,36.1000674,140.1246099
97,36.1003583,140.1243122
98,36.1009868,140.1236160
99,36.1012894,140.1233568
100,36.1019838,140.1229919
101,36.1026271,140.1222982
102,36.1046308,140.1208537
103,36.1049233,140.1209315
104,36.1058638,140.1213311
105,36.1064272,140.1215564
106,36.1066938,140.1214572
107,36.1068932,140.1213231
108,36.1077143,140.1206800
109,36.1081805,140.1205199
110,36.1084264,140.1203533
111,36.1089479,140.1198253
112,36.1092480,140.1196796
113,36.1110340,140.119347
114,36.0865486,140.1091477
115,36.0883850,140.1081061
116,36.0890201,140.1076765
117,36.0895296,140.1073125
118,36.0902276,140.1068020
119,36.0922310,140.1054109
120,36.0924316,140.1052902
121,36.0925913,140.1053506
122,36.0937437,140.1048563
123,36.0945984,140.1042790
124,36.0948991,140.1043587
125,36.0957488,140.1038187
126,36.0975988,140.1034504
127,36.0988638,140.1029475
128,36.0992082,140.1029103
129,36.0996033,140.1032590
130,36.0997309,140.1033402
131,36.1000170,140.1033715
132,36.1001953,140.1033137
133,36.1002940,140.1031874
134,36.1010154,140.1033165
135,36.1013512,140.1032464
136,36.1016501,140.1031715
137,36.1020266,140.1031345
138,36.1022959,140.1030878
139,36.1035572,140.1029608
140,36.1041867,140.1028111
141,36.1046114,140.1028015
142,36.1051713,140.1026567
143,36.1058450,140.1024273
144,36.1063521,140.1023492
145,36.0872888,140.103262
146,36.0854272,140.1081399
147,36.0834991,140.113433
148,36.0929921,140.107093
149,36.0992653,140.1056473
150,36.0995206,140.1051748
151,36.0990022,140.1053662
152,36.0997252,140.1053432
153,36.0993019,140.1057099
154,36.0989094,140.1057921
155,36.0981905,140.1059441
156,36.0974764,140.1061204
157,36.0934310,140.1070387
158,36.0930615,140.1071283
159,36.1211845,140.098046
160,36.0987518,140.1029872
161,36.0987253,140.1026403
162,36.0987233,140.1023226
163,36.0987099,140.1017255
164,36.0986976,140.1015376
165,36.0987947,140.1021461
166,36.0988843,140.1019155
167,36.0981851,140.1058930
168,36.0980292,140.1053237
169,36.0978537,140.1051668
170,36.0977689,140.1050005
171,36.0977388,140.1048074
172,36.0976911,140.1044220
173,36.0976619,140.1040835
174,36.0969276,140.1042109
175,36.0961346,140.1043563
176,36.0957022,140.1044993
177,36.0955475,140.1045609
178,36.0954618,140.1046191
179,36.0953358,140.1048641
180,36.0952112,140.1050300
181,36.0949922,140.1051574
182,36.0947274,140.1051561
183,36.0945981,140.1051923
184,36.0944276,140.1053001
185,36.0943194,140.1054294
186,36.0942607,140.1056121
187,36.0943965,140.1065863
188,36.0944328,140.1067632
189,36.0879325,140.1104090
190,36.0822654,140.1132424
191,36.0821236,140.1129120
192,36.0398286,140.083835
193,36.0405934,140.0835163
194,36.0413779,140.0833270
195,36.0416036,140.0832915
196,36.0421018,140.0832512
197,36.0425329,140.0832559
198,36.0431587,140.0832929
199,36.0436593,140.0833903
200,36.0441738,140.0835479
201,36.0466723,140.0845769
202,36.0472888,140.0848087
203,36.0479516,140.0849848
204,36.0499292,140.0852048
205,36.0507105,140.0851700
206,36.0512349,140.0851145
207,36.0591069,140.083605
208,36.0596303,140.0834418
209,36.0599755,140.0832825
210,36.0603182,140.0830824
211,36.0607065,140.0828259
212,36.0627233,140.081019
213,36.0637716,140.0816342
214,36.0664968,140.0829089
215,36.0694195,140.0837503
216,36.0718031,140.0844349
217,36.0734671,140.0850254
218,36.0740346,140.0852074
219,36.0758615,140.0855622
220,36.0810098,140.0861828
221,36.0825402,140.0863597
222,36.0834505,140.0864553
223,36.0849156,140.0866277
224,36.0853395,140.0866598
225,36.0857100,140.0866682
226,36.0860615,140.0866542
227,36.0877870,140.0861142
228,36.0881076,140.0859119
229,36.0885758,140.0855735
230,36.0892617,140.0850186
231,36.0928718,140.0818275
